event_id,is_anomaly,anomaly_type,severity,explanation
EVT004078,false,,,
EVT000779,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT003289,false,,,
EVT005891,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT006053,false,,,
EVT000800,false,,,
EVT006831,false,,,
EVT003849,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT001100,false,,,
EVT007276,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT003171,false,,,
EVT006531,false,,,
EVT003420,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT001485,false,,,
EVT003646,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT002045,false,,,
EVT006883,false,,,
EVT004143,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT003355,false,,,
EVT006431,false,,,
EVT005766,false,,,
EVT000512,false,,,
EVT004407,false,,,
EVT005308,false,,,
EVT003816,false,,,
EVT000989,false,,,
EVT004629,false,,,
EVT000160,false,,,
EVT004632,false,,,
EVT007111,false,,,
EVT006024,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT001719,false,,,
EVT000028_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001243,false,,,
EVT001755,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT006544,false,,,
EVT001242,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT004114,false,,,
EVT000177,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT000803,false,,,
EVT000209,false,,,
EVT006002,false,,,
EVT006906,false,,,
EVT000592,false,,,
EVT007157_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004987,false,,,
EVT005325,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT003765,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT005918,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT002569,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT005427,false,,,
EVT000066,false,,,
EVT004227,false,,,
EVT004609,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT003070,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT006019,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT000146,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004209,false,,,
EVT004699,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT001501,false,,,
EVT006086,false,,,
EVT002279,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT000609,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT003505,false,,,
EVT005833,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001759,false,,,
EVT005398,false,,,
EVT005493,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT007332,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT002908,false,,,
EVT000744,false,,,
EVT003358,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT004767,false,,,
EVT004044,false,,,
EVT000580,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005452,false,,,
EVT000922,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT000221,false,,,
EVT001262,false,,,
EVT007230,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT005313,false,,,
EVT000024,false,,,
EVT001061,false,,,
EVT000130,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT000455,false,,,
EVT003648,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT004276,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT005833_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006305,false,,,
EVT003170,false,,,
EVT006223,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT001092,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT002191,false,,,
EVT006461,false,,,
EVT006386,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT002902,false,,,
EVT002603,false,,,
EVT002460,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT004290,false,,,
EVT002445,false,,,
EVT005528,false,,,
EVT001171,false,,,
EVT006972,false,,,
EVT004562,false,,,
EVT000770,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT003780,false,,,
EVT007165,false,,,
EVT000098,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT004319,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT003215,false,,,
EVT005921,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003448,false,,,
EVT004503,false,,,
EVT005702,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT006671,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT005356,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT005544,false,,,
EVT004978,false,,,
EVT001549,false,,,
EVT004795,false,,,
EVT002790,false,,,
EVT006711,false,,,
EVT000653,false,,,
EVT002165_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT007088,false,,,
EVT002652,false,,,
EVT006253,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003422,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT006211,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT005120,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT002640,false,,,
EVT005956,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005825,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT004164,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT001663,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT007290,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT006397,false,,,
EVT000621,false,,,
EVT006276,false,,,
EVT005925,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT003916,false,,,
EVT001733,false,,,
EVT002063,false,,,
EVT006690,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT001495,false,,,
EVT006000,false,,,
EVT000325,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006406,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT005776,false,,,
EVT006687,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT001942,false,,,
EVT005701,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT002255,false,,,
EVT002704,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT006638,false,,,
EVT001009,false,,,
EVT000258,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT000748,false,,,
EVT005537,false,,,
EVT003936,false,,,
EVT001276_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001197,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT005735,false,,,
EVT005350,false,,,
EVT006143,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT002937,false,,,
EVT007126,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004345,false,,,
EVT005674,false,,,
EVT005530,false,,,
EVT006889,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT002568,false,,,
EVT002536,false,,,
EVT005773,false,,,
EVT003644,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT001335,false,,,
EVT000585,false,,,
EVT002008,false,,,
EVT001637,false,,,
EVT002074,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT006679,false,,,
EVT006794,false,,,
EVT001354,false,,,
EVT004189,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT005953,false,,,
EVT001031,false,,,
EVT004594,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005200,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005379,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT000797,false,,,
EVT000122,false,,,
EVT005689,false,,,
EVT003088,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT004151_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006130,false,,,
EVT004043,false,,,
EVT001212,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT006159,false,,,
EVT001528,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT007260,false,,,
EVT000157,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003672_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001674,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT000065,false,,,
EVT004904,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT005280,false,,,
EVT003989,false,,,
EVT004401,false,,,
EVT005359,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT005655,false,,,
EVT007423,false,,,
EVT002879,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT006264,false,,,
EVT000544_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004310,false,,,
EVT007050,false,,,
EVT003570,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT005583,false,,,
EVT007275,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT004959,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT001828,false,,,
EVT007236,false,,,
EVT001543,false,,,
EVT000052,false,,,
EVT001353,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT001088,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT003327,false,,,
EVT000108,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT007034,false,,,
EVT001352,false,,,
EVT001871,false,,,
EVT002409,false,,,
EVT006721,false,,,
EVT005525_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005117,false,,,
EVT001782,false,,,
EVT003128,false,,,
EVT005194,false,,,
EVT001283,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT006479,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT004413,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT007452,false,,,
EVT004405,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT002115,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT000500,false,,,
EVT007403,false,,,
EVT002783,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT003758,false,,,
EVT006324,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT003670,false,,,
EVT003194_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006945,false,,,
EVT003944,false,,,
EVT005712,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005870,false,,,
EVT002694,false,,,
EVT005960,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT006987,false,,,
EVT003630,false,,,
EVT002699,false,,,
EVT002358,false,,,
EVT001548,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT007477,false,,,
EVT_ONCALL_000391,false,,,
EVT006217,false,,,
EVT001389,false,,,
EVT001076,false,,,
EVT002260,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT007163,false,,,
EVT003428,false,,,
EVT004968,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT005017,false,,,
EVT001611,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT003763,false,,,
EVT003946,false,,,
EVT007103,false,,,
EVT007301,false,,,
EVT003392,false,,,
EVT000418,false,,,
EVT000542,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT006193,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT005577,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003114,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT001725,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT002522,false,,,
EVT003850,false,,,
EVT005182,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT006929,false,,,
EVT007493,false,,,
EVT002404,false,,,
EVT005944,false,,,
EVT005564,false,,,
EVT004162,false,,,
EVT002864,false,,,
EVT006611,false,,,
EVT006782,false,,,
EVT006485,false,,,
EVT002337,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001616,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT002344,false,,,
EVT003521,false,,,
EVT001159,false,,,
EVT001534,false,,,
EVT003751,false,,,
EVT000042,false,,,
EVT002032,false,,,
EVT006310,false,,,
EVT003826,false,,,
EVT003933,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT000757,false,,,
EVT003599,false,,,
EVT006816,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT001661,false,,,
EVT000746_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT002803,false,,,
EVT006373,false,,,
EVT006263,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT001274,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT002398,false,,,
EVT002310,false,,,
EVT000956,false,,,
EVT003992,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT006371,false,,,
EVT006614,false,,,
EVT004026,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT002427,false,,,
EVT002684,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT007360,false,,,
EVT006338,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT006509,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT006212,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT005691,false,,,
EVT000741,false,,,
EVT004850,false,,,
EVT005239,false,,,
EVT001097,false,,,
EVT004863,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT006555,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT006725,false,,,
EVT000357,false,,,
EVT003470,false,,,
EVT002971,false,,,
EVT002464,false,,,
EVT004970,false,,,
EVT000693,false,,,
EVT000827,false,,,
EVT006502,false,,,
EVT002907,false,,,
EVT001878,false,,,
EVT000029,false,,,
EVT000923,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT002573,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT007141,false,,,
EVT004574,false,,,
EVT004694,false,,,
EVT002691,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT003134,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT005803,false,,,
EVT000380,false,,,
EVT004899,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT000878_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001016,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT003839,false,,,
EVT006728,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT001934,false,,,
EVT005346,false,,,
EVT002935,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT006178,false,,,
EVT002991,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT005375,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT004834,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT003471,false,,,
EVT001615,false,,,
EVT006747,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT007016,false,,,
EVT003366,false,,,
EVT004980,false,,,
EVT000428,false,,,
EVT007410,false,,,
EVT003931,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT001170,false,,,
EVT004927,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT000793,false,,,
EVT006842,false,,,
EVT003074,false,,,
EVT007491,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001286,false,,,
EVT005946,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006118,false,,,
EVT003445,false,,,
EVT002960,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT004108,false,,,
EVT004656,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006504,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT004603,false,,,
EVT004772,false,,,
EVT000294,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT006273,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT000732,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT006610,false,,,
EVT001374,false,,,
EVT001017,false,,,
EVT001724,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT005811,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT006126,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT006021,false,,,
EVT003668,false,,,
EVT004522,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004425,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004944,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT000953,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT006391,false,,,
EVT002896,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT005621,false,,,
EVT006068,false,,,
EVT005620,false,,,
EVT004529,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT002886,false,,,
EVT004787,false,,,
EVT002284,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT001686,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT004082,false,,,
EVT000134,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT001325,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT001203,false,,,
EVT002058,false,,,
EVT000374,false,,,
EVT001937,false,,,
EVT005190,false,,,
EVT002170,false,,,
EVT001428,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001279,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT003896,false,,,
EVT006924,false,,,
EVT000733,false,,,
EVT004204,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT001196,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT007461,false,,,
EVT005900,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT005087,false,,,
EVT002507,false,,,
EVT006963_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001002,false,,,
EVT000113,false,,,
EVT000477,false,,,
EVT006517,false,,,
EVT002122,false,,,
EVT003356,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT005783,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT004612,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT001477,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT007309,false,,,
EVT006573,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT003326,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT003263,false,,,
EVT004309,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT002657,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT003945,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT000095,false,,,
EVT000674,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT000206,false,,,
EVT003540,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT005317,false,,,
EVT006976,false,,,
EVT005956_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003610_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT002324,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT007467,false,,,
EVT000137,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001875,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT007104,false,,,
EVT005814,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT000256,false,,,
EVT001399,false,,,
EVT000812,false,,,
EVT006580,false,,,
EVT001994,false,,,
EVT004426,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT006316,false,,,
EVT003738,false,,,
EVT007117,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT001635,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001165,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT004505,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001695,false,,,
EVT007113,false,,,
EVT004651,false,,,
EVT000141,false,,,
EVT005561,false,,,
EVT006958,false,,,
EVT007475,false,,,
EVT004068,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004411,false,,,
EVT006287,false,,,
EVT006670,false,,,
EVT006229,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT001784,false,,,
EVT002084,false,,,
EVT004893,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT000250,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT004870,false,,,
EVT006284,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004642,false,,,
EVT005354,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT007105,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT004949,false,,,
EVT003711,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT005027,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006656,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT006101,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT006412,false,,,
EVT002184,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT003712,false,,,
EVT005989,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT005520,false,,,
EVT003689,false,,,
EVT002428,false,,,
EVT005292,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT007102,false,,,
EVT004172,false,,,
EVT004500,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT005810,false,,,
EVT002155,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT002939,false,,,
EVT005771,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005818,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT006294,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT000191,false,,,
EVT006574,false,,,
EVT000090,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT001653,false,,,
EVT000383,false,,,
EVT004976,false,,,
EVT004372,false,,,
EVT003012,false,,,
EVT006343,false,,,
EVT003372,false,,,
EVT000875,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT004259,false,,,
EVT001430_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005022,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT006268,false,,,
EVT001107,false,,,
EVT007481,false,,,
EVT003315,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT001537,false,,,
EVT001019,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT000314,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT007459,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT003378,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT003563,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT001075,false,,,
EVT002972,false,,,
EVT002677,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT001443,false,,,
EVT006689,false,,,
EVT007191,false,,,
EVT002551,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT000375,false,,,
EVT004523,false,,,
EVT006514,false,,,
EVT001106,false,,,
EVT001575,false,,,
EVT007098,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006493,false,,,
EVT004703,false,,,
EVT005095,false,,,
EVT004145,false,,,
EVT002726,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT005990,false,,,
EVT006510,false,,,
EVT002163,false,,,
EVT004179,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT004363,false,,,
EVT002893,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT002601,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT005867,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT000005,false,,,
EVT001394,false,,,
EVT002100,false,,,
EVT005828,false,,,
EVT001317,false,,,
EVT006385,false,,,
EVT004436,false,,,
EVT006040,false,,,
EVT005366,false,,,
EVT001049,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT002290,false,,,
EVT001886,false,,,
EVT002718,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT000910,false,,,
EVT003894,false,,,
EVT001220,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT003429,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT000735,false,,,
EVT007442,false,,,
EVT001634,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT005610,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT005153_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT007362,false,,,
EVT001989,false,,,
EVT003969,false,,,
EVT005222,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004692,false,,,
EVT006991,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT002318,false,,,
EVT006548,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT003491,false,,,
EVT004232,false,,,
EVT004631,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT001556,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003489,false,,,
EVT004730,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT004743,false,,,
EVT000070,false,,,
EVT001411,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT002484,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT000265,false,,,
EVT006851,false,,,
EVT004497,false,,,
EVT000032,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT005383,false,,,
EVT001694,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003399,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT002975,false,,,
EVT004965,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT006346,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001112,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT004021,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT003817,false,,,
EVT000537,false,,,
EVT004741,false,,,
EVT006014,false,,,
EVT003091,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT000696,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT002606,false,,,
EVT005607,false,,,
EVT000260,false,,,
EVT002649,false,,,
EVT000175,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT002899,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004022,false,,,
EVT007341,false,,,
EVT001456,false,,,
EVT001402,false,,,
EVT003162,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT007074,false,,,
EVT006114,false,,,
EVT003452,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT000971,false,,,
EVT000570,false,,,
EVT002532,false,,,
EVT001307,false,,,
EVT001991,false,,,
EVT007213,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT002834,false,,,
EVT005708,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT007356,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT005522,false,,,
EVT006640,false,,,
EVT001849,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003632,false,,,
EVT001539,false,,,
EVT002230,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT004120,false,,,
EVT006106,false,,,
EVT005865,false,,,
EVT000462,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT005278,false,,,
EVT004849,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT002449,false,,,
EVT001096,false,,,
EVT002675,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT007384_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT007094,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT005764,false,,,
EVT004796,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT000385,false,,,
EVT004384,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005478,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT000218,false,,,
EVT007433,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT006350,false,,,
EVT005707_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006684,false,,,
EVT000152,false,,,
EVT001696,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT004840,false,,,
EVT004460,false,,,
EVT002107,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT002188,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT005196,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT003921,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT005996,false,,,
