event_id,user_id,username,department,job_title,resource,action,timestamp,source_ip,location,success,is_anomaly,anomaly_type
EVT001053,U00049,user_0049,HR,Recruiter,test_environment,execute,2026-04-26T17:09:41Z,182.34.72.199,"Mumbai, IN",true,false,
EVT003536,U00266,user_0266,Operations,Logistics Coordinator,monitoring_system,delete,2026-01-07T21:38:45Z,223.179.42.137,"Toronto, CA",true,true,privilege_escalation
EVT002984,U00035,user_0035,Marketing,Brand Manager,customer_data_warehouse,read,2025-11-08T02:20:49Z,60.242.166.81,"London, UK",true,false,
EVT004748,U00235,user_0235,Customer Support,Support Agent,ci_cd_pipeline,admin,2025-09-09T18:01:11Z,10.212.122.200,"Singapore, SG",true,true,unusual_location
EVT005068,U00289,user_0289,Marketing,Marketing Coordinator,file_storage,read,2025-06-01T20:32:12Z,208.213.95.72,"Berlin, DE",true,true,impossible_travel
EVT006248,U00432,svc_abused_0432,Marketing,Growth Lead,source_code_repo,execute,2025-09-16T23:56:51Z,62.26.87.164,"Sao Paulo, BR",true,false,
EVT003869,U00254,user_0254,Engineering,Senior Engineer,payment_processor,delete,2025-04-16T06:39:53Z,27.9.95.0,"Sydney, AU",true,false,
EVT006925,U00352,user_0352,Legal,CLO,load_balancer,read,2025-10-13T19:45:18Z,139.124.209.40,"Berlin, DE",true,true,impossible_travel
EVT002823,U00367,user_0367,Sales,Sales Manager,source_code_repo,read,2026-02-26T02:19:02Z,38.130.55.254,"Berlin, DE",true,false,
EVT002135,U00136,user_0136,Legal,Paralegal,test_environment,delete,2026-04-17T06:58:06Z,95.205.31.140,"Sydney, AU",true,false,
EVT004776,U00363,svc_0363,Sales,Sales Director,security_incident_tracker,write,2025-12-06T06:19:55Z,110.159.7.213,"Toronto, CA",true,false,
EVT001509,U00120,user_0120,Legal,Compliance Officer,ci_cd_pipeline,write,2025-04-09T09:42:14Z,218.204.180.135,"Berlin, DE",true,false,
EVT006180,U00017,user_0017,Marketing,SEO Specialist,production_database,admin,2026-03-31T21:25:53Z,127.70.139.126,"Sydney, AU",true,true,unusual_location
EVT004622,U00287,user_0287,HR,HR Manager,file_storage,delete,2025-08-11T04:08:53Z,161.68.147.61,"Berlin, DE",true,false,
EVT003576,U00344,user_0344,Sales,CRO,email_server,delete,2025-11-02T18:05:45Z,210.111.89.76,"Mumbai, IN",true,false,
EVT001826,U00056,user_0056,Customer Support,CSO,file_storage,download,2025-10-16T05:59:44Z,164.196.86.157,"Mumbai, IN",false,true,unusual_resource
EVT005711,U00049,user_0049,HR,Benefits Specialist,file_storage,delete,2025-11-02T07:19:44Z,48.191.114.56,"Sydney, AU",true,true,impossible_travel
EVT006974,U00351,user_0351,Customer Support,Support Manager,email_server,download,2025-06-06T22:37:23Z,56.32.7.43,"Berlin, DE",true,true,unusual_location
EVT001535,U00318,user_0318,Operations,Supply Chain Lead,customer_data_warehouse,read,2026-01-26T09:55:57Z,216.104.88.22,"Tokyo, JP",true,false,
EVT001114,U00080,user_0080,Engineering,Engineering Manager,monitoring_system,write,2025-08-11T23:57:09Z,222.22.80.24,"Mumbai, IN",true,false,
EVT002147,U00238,user_0238,Marketing,Marketing Coordinator,financial_ledger,delete,2025-09-13T13:46:49Z,75.203.19.72,"Paris, FR",true,false,
EVT005169,U00000,user_0000,Finance,CFO,email_server,delete,2025-05-23T20:51:41Z,218.205.124.141,"Paris, FR",true,true,unusual_time
EVT006456,U00367,user_0367,Sales,Account Executive,staging_environment,admin,2025-09-29T07:53:54Z,142.80.162.14,"Tokyo, JP",true,false,
EVT003565,U00178,user_0178,Operations,COO,test_environment,download,2025-07-11T11:25:13Z,7.255.22.92,"Toronto, CA",true,true,impossible_travel
EVT000026,U00089,user_0089,HR,HR Manager,test_environment,write,2025-07-12T21:20:29Z,179.45.75.226,"Paris, FR",true,true,unusual_location
EVT001916,U00491,user_0491,Legal,General Counsel,hr_information_system,execute,2025-11-14T12:00:52Z,160.18.116.71,"London, UK",true,false,
EVT000886,U00370,user_0370,Engineering,Software Engineer,audit_logs,write,2025-06-02T22:54:54Z,203.120.172.37,"Tokyo, JP",true,false,
EVT005936,U00255,user_0255,HR,CHRO,ci_cd_pipeline,read,2026-03-03T00:50:22Z,149.246.178.85,"Sydney, AU",true,true,excessive_access
EVT001468,U00318,user_0318,Operations,Supply Chain Lead,audit_logs,download,2025-08-27T05:57:34Z,149.179.185.190,"Toronto, CA",true,false,
EVT006071,U00275,user_0275,Engineering,Senior Engineer,employee_portal,execute,2026-02-05T09:34:27Z,195.33.54.62,"Toronto, CA",true,false,
EVT003075,U00449,user_0449,Customer Support,Support Agent,vpn_gateway,write,2025-12-29T14:55:54Z,6.4.57.153,"New York, US",true,false,
EVT005880,U00302,user_0302,Legal,Compliance Officer,load_balancer,admin,2025-05-15T10:37:14Z,129.231.89.17,"Tokyo, JP",true,false,
EVT001244,U00240,user_0240,Product,Product Manager,test_environment,admin,2025-07-31T19:29:37Z,28.127.47.75,"Sydney, AU",true,true,impossible_travel
EVT002461,U00400,svc_abused_0400,Legal,Paralegal,test_environment,write,2026-03-13T15:01:06Z,37.1.131.248,"Toronto, CA",true,false,
EVT000313,U00358,user_0358,Engineering,DevOps Engineer,payment_processor,execute,2026-02-16T14:08:09Z,70.218.95.237,"Tokyo, JP",true,false,
EVT006967,U00416,user_0416,Operations,Ops Analyst,file_storage,delete,2026-01-13T10:17:55Z,60.178.244.132,"Sao Paulo, BR",true,false,
EVT001903,U00421,user_0421,Operations,Ops Manager,file_storage,download,2025-04-01T06:46:49Z,141.51.34.80,"Paris, FR",true,false,
EVT006538,U00355,user_0355,HR,CHRO,source_code_repo,execute,2025-10-25T09:47:00Z,176.155.144.231,"Sao Paulo, BR",true,false,
EVT001001,U00215,user_0215,Sales,Sales Manager,sales_crm,read,2025-10-12T09:04:39Z,86.95.22.169,"London, UK",true,false,
EVT003928,U00222,user_0222,Product,Senior PM,dns_server,read,2025-05-18T12:20:52Z,186.239.7.37,"Sydney, AU",false,false,
EVT003274,U00499,user_0499,IT,IT Support,employee_portal,admin,2026-01-31T07:16:14Z,44.213.247.61,"Toronto, CA",false,false,
EVT003236,U00253,user_0253,Marketing,Growth Lead,sales_crm,delete,2026-03-24T02:37:31Z,157.20.106.98,"Mumbai, IN",true,false,
EVT000451,U00408,user_0408,Sales,CRO,financial_ledger,admin,2025-04-08T03:51:02Z,29.2.1.46,"Tokyo, JP",true,true,unusual_location
EVT006935,U00392,user_0392,Customer Support,CSO,audit_logs,execute,2025-07-15T11:03:27Z,115.215.108.151,"Sydney, AU",true,false,
EVT006105,U00136,user_0136,Legal,General Counsel,employee_portal,read,2025-11-15T08:08:32Z,218.80.123.183,"Singapore, SG",true,false,
EVT001229,U00207,user_0207,HR,CHRO,email_server,write,2026-01-24T01:35:00Z,153.192.31.3,"Paris, FR",true,true,unusual_resource
EVT004747,U00354,user_0354,Finance,Financial Analyst,staging_environment,execute,2026-01-20T15:22:45Z,83.171.34.179,"London, UK",true,false,
EVT007407,U00037,user_0037,IT,Security Analyst,payment_processor,admin,2026-02-14T16:32:41Z,107.181.71.26,"Berlin, DE",false,false,
EVT002993,U00299,user_0299,Customer Support,Support Manager,test_environment,execute,2025-12-04T11:58:54Z,142.188.147.206,"Paris, FR",true,false,
EVT006741_travel,U00137,user_0137,Engineering,Senior Engineer,payment_processor,read,2026-04-07T06:40:05Z,47.182.228.135,"New York, US",false,true,impossible_travel
EVT005054,U00331,user_0331,Marketing,Marketing Coordinator,sales_crm,download,2025-07-19T11:15:03Z,210.213.16.117,"Sao Paulo, BR",true,false,
EVT000371,U00327,user_0327,Customer Support,CSO,test_environment,delete,2025-04-02T12:22:46Z,91.145.207.141,"Berlin, DE",true,false,
EVT002007,U00093,user_0093,HR,Benefits Specialist,employee_portal,read,2025-08-25T16:22:18Z,3.178.187.254,"Mumbai, IN",true,false,
EVT005106,U00133,user_0133,Finance,Controller,employee_portal,download,2025-07-27T21:42:38Z,187.1.65.23,"New York, US",true,false,
EVT003437,U00304,user_0304,Operations,Supply Chain Lead,production_database,read,2025-10-19T22:29:37Z,68.106.166.91,"Toronto, CA",true,true,unusual_resource
EVT000586,U00378,svc_0378,HR,HR Manager,email_server,write,2025-07-08T00:21:58Z,110.19.195.206,"Mumbai, IN",true,false,
EVT003703_travel,U00388,user_0388,IT,Systems Administrator,monitoring_system,write,2025-10-08T12:59:42Z,70.179.62.19,"New York, US",false,true,impossible_travel
EVT007192,U00059,user_0059,HR,CHRO,customer_data_warehouse,execute,2025-05-29T18:40:50Z,49.109.247.86,"Berlin, DE",true,true,unusual_location
EVT006635,U00397,user_0397,Product,Associate PM,customer_data_warehouse,download,2025-09-10T22:11:40Z,144.136.96.27,"New York, US",true,false,
EVT006715_travel,U00243,user_0243,IT,Network Engineer,email_server,read,2025-04-25T03:03:37Z,152.168.33.182,"New York, US",false,true,impossible_travel
EVT002359,U00383,user_0383,Marketing,CMO,load_balancer,admin,2025-09-27T00:59:05Z,55.151.52.5,"Mumbai, IN",true,true,unusual_location
EVT007431,U00152,user_0152,HR,CHRO,security_incident_tracker,execute,2025-09-16T14:39:37Z,223.209.197.231,"Sao Paulo, BR",true,false,
EVT003109_travel,U00304,user_0304,Operations,Supply Chain Lead,monitoring_system,write,2026-02-04T00:32:47Z,180.161.155.129,"New York, US",false,true,impossible_travel
EVT006811,U00033,user_0033,Product,Senior PM,security_incident_tracker,execute,2025-09-25T04:12:55Z,59.152.172.186,"Sydney, AU",true,false,
EVT003278,U00198,user_0198,IT,CISO,payment_processor,execute,2026-01-14T07:07:31Z,86.22.216.7,"Sao Paulo, BR",true,false,
EVT000031_travel,U00102,user_0102,Legal,Compliance Officer,customer_data_warehouse,write,2025-08-28T12:51:03Z,186.140.76.207,"New York, US",false,true,impossible_travel
EVT007473,U00111,user_0111,Operations,Supply Chain Lead,backup_system,write,2025-09-12T15:50:52Z,148.98.77.108,"London, UK",true,false,
EVT006627,U00406,user_0406,Engineering,Software Engineer,sales_crm,download,2025-08-08T18:22:31Z,70.240.29.228,"Toronto, CA",true,true,unusual_time
EVT005636,U00084,user_0084,Sales,Sales Rep,hr_information_system,write,2025-06-28T06:14:47Z,9.18.87.165,"Toronto, CA",true,false,
EVT004777,U00141,user_0141,Product,Associate PM,email_server,execute,2025-04-03T15:11:24Z,222.62.235.29,"Paris, FR",true,false,
EVT007196,U00406,user_0406,Engineering,Software Engineer,staging_environment,delete,2025-05-18T16:07:11Z,95.59.0.226,"Sao Paulo, BR",false,false,
EVT003275_travel,U00038,user_0038,HR,Benefits Specialist,payment_processor,read,2025-11-10T06:47:17Z,140.144.167.76,"New York, US",false,true,impossible_travel
EVT002426,U00409,user_0409,Operations,Supply Chain Lead,financial_ledger,delete,2025-06-16T22:18:50Z,86.58.81.167,"Sao Paulo, BR",true,false,
EVT004672,U00405,user_0405,Legal,Corporate Counsel,financial_ledger,write,2026-04-12T04:50:00Z,198.123.107.197,"Tokyo, JP",true,true,impossible_travel
EVT000348,U00169,user_0169,Sales,Sales Rep,hr_information_system,admin,2026-02-13T22:49:57Z,39.162.161.205,"Singapore, SG",true,true,unusual_location
EVT005517,U00117,user_0117,Product,Director of Product,vpn_gateway,delete,2025-10-21T20:32:31Z,153.136.110.29,"London, UK",true,false,
EVT002712,U00324,user_0324,Engineering,Engineering Manager,ci_cd_pipeline,read,2025-04-22T12:43:18Z,154.106.8.212,"Singapore, SG",false,true,privilege_escalation
EVT004826,U00228,user_0228,Marketing,SEO Specialist,payment_processor,read,2026-04-03T16:40:12Z,122.181.235.22,"Mumbai, IN",true,false,
EVT001908,U00070,user_0070,HR,HR Coordinator,file_storage,download,2026-03-19T08:10:30Z,194.181.219.63,"Toronto, CA",true,false,
EVT003350,U00491,user_0491,Legal,General Counsel,vpn_gateway,admin,2025-10-18T13:08:37Z,207.27.52.253,"Sydney, AU",true,false,
EVT001137,U00029,svc_abused_0029,Finance,Controller,production_database,admin,2025-08-03T11:33:16Z,19.160.21.148,"New York, US",false,false,
EVT002094,U00057,user_0057,IT,Security Analyst,production_database,execute,2025-06-13T05:54:46Z,144.250.166.240,"London, UK",true,false,
EVT001217,U00452,user_0452,Marketing,Marketing Coordinator,hr_information_system,execute,2025-04-13T01:36:53Z,26.168.48.250,"Toronto, CA",true,false,
EVT003465_travel,U00179,user_0179,Customer Support,Support Agent,ci_cd_pipeline,read,2025-05-03T07:30:20Z,123.69.184.237,"New York, US",false,true,impossible_travel
EVT003609,U00499,user_0499,IT,Systems Administrator,production_database,delete,2025-05-20T13:49:21Z,194.1.32.43,"Tokyo, JP",true,false,
EVT006028,U00302,user_0302,Legal,General Counsel,email_server,download,2026-04-18T08:37:34Z,191.134.182.159,"Tokyo, JP",true,false,
EVT002876_travel,U00026,user_0026,HR,Recruiter,email_server,write,2025-12-20T19:27:32Z,120.16.85.212,"New York, US",false,true,impossible_travel
EVT002437,U00335,user_0335,Finance,Senior Accountant,staging_environment,read,2026-04-07T10:34:11Z,132.152.123.23,"London, UK",true,true,privilege_escalation
EVT003336,U00229,user_0229,Legal,General Counsel,payment_processor,delete,2025-07-18T00:39:59Z,41.254.190.222,"Mumbai, IN",true,true,unusual_time
EVT001699,U00244,user_0244,HR,HR Manager,production_database,write,2025-08-17T04:58:20Z,51.7.29.222,"Sao Paulo, BR",true,false,
EVT004429,U00054,user_0054,Operations,Ops Analyst,test_environment,execute,2026-03-12T08:42:53Z,59.168.234.36,"Toronto, CA",true,true,unusual_location
EVT002167,U00115,user_0115,Finance,CFO,employee_portal,execute,2026-01-16T22:59:14Z,93.14.37.5,"New York, US",true,false,
EVT000102,U00233,user_0233,Marketing,CMO,file_storage,execute,2025-10-06T08:05:55Z,143.178.205.83,"Singapore, SG",true,false,
EVT000153,U00344,user_0344,Sales,Sales Director,employee_portal,read,2025-09-29T12:46:27Z,15.81.14.132,"Toronto, CA",true,false,
EVT005103,U00193,user_0193,HR,CHRO,sales_crm,download,2025-11-19T18:01:06Z,209.204.76.230,"Mumbai, IN",true,false,
EVT_ONCALL_003423,U00108,user_0108,Engineering,Senior Engineer,security_incident_tracker,write,2025-09-24T12:29:56Z,18.127.111.1,"Sydney, AU",true,false,
EVT001711,U00379,user_0379,Legal,Compliance Officer,employee_portal,write,2026-04-11T09:57:09Z,100.247.94.37,"Sydney, AU",true,false,
EVT002930,U00019,user_0019,Engineering,Staff Engineer,production_database,write,2025-07-31T20:09:04Z,65.236.220.194,"Sao Paulo, BR",false,false,
EVT003044,U00479,user_0479,Operations,Ops Analyst,production_database,read,2025-09-26T18:49:26Z,39.71.67.59,"New York, US",true,false,
EVT004448,U00179,user_0179,Customer Support,Support Manager,test_environment,write,2026-01-25T13:18:14Z,176.205.21.133,"Mumbai, IN",true,false,
EVT003682,U00164,user_0164,Operations,Supply Chain Lead,financial_ledger,read,2025-07-20T01:14:36Z,45.97.52.140,"Paris, FR",true,true,excessive_access
EVT003247,U00227,svc_0227,Engineering,Senior Engineer,staging_environment,delete,2025-08-29T22:03:55Z,66.82.96.51,"Tokyo, JP",false,false,
EVT006220,U00283,svc_abused_0283,Customer Support,Support Agent,test_environment,download,2026-03-27T17:52:04Z,50.47.67.210,"Singapore, SG",true,false,
EVT002722,U00383,user_0383,Marketing,CMO,ci_cd_pipeline,execute,2026-01-04T16:09:23Z,115.156.39.171,"Berlin, DE",true,false,
EVT000856,U00091,user_0091,Marketing,Growth Lead,sales_crm,read,2026-04-01T04:10:12Z,199.82.235.205,"Toronto, CA",false,true,impossible_travel
EVT002583,U00478,user_0478,IT,Network Engineer,payment_processor,admin,2025-06-02T09:14:38Z,18.196.193.137,"Berlin, DE",false,false,
EVT003581,U00151,user_0151,IT,Network Engineer,sales_crm,download,2026-04-08T07:32:51Z,66.228.67.79,"London, UK",true,true,privilege_escalation
EVT003814,U00381,user_0381,Engineering,DevOps Engineer,load_balancer,download,2025-04-02T11:44:34Z,72.243.100.186,"Singapore, SG",false,false,
EVT002281,U00006,user_0006,Product,CPO,vpn_gateway,download,2025-09-05T21:07:34Z,107.56.251.172,"New York, US",true,true,unusual_time
EVT001098,U00178,user_0178,Operations,Ops Analyst,monitoring_system,read,2025-11-14T01:16:39Z,61.99.93.3,"Berlin, DE",true,true,unusual_resource
EVT004135,U00421,user_0421,Operations,Logistics Coordinator,staging_environment,download,2025-06-02T03:39:11Z,46.56.95.205,"New York, US",true,false,
EVT004154,U00022,user_0022,Product,Director of Product,staging_environment,execute,2025-07-04T12:09:44Z,7.209.137.166,"Berlin, DE",true,true,privilege_escalation
EVT006680,U00053,user_0053,HR,CHRO,test_environment,read,2026-04-16T18:50:17Z,163.137.238.84,"London, UK",true,false,
EVT005903,U00345,user_0345,Finance,Senior Accountant,audit_logs,execute,2025-06-29T01:17:32Z,132.138.50.219,"Sao Paulo, BR",true,true,excessive_access
EVT002681,U00192,user_0192,Operations,Supply Chain Lead,source_code_repo,download,2025-06-02T03:21:17Z,77.69.74.133,"London, UK",true,true,privilege_escalation
EVT004288,U00313,user_0313,Finance,Controller,payment_processor,admin,2025-08-13T01:57:49Z,118.199.115.94,"Sao Paulo, BR",true,true,excessive_access
EVT004828,U00162,svc_abused_0162,Customer Support,Support Agent,audit_logs,read,2026-04-01T10:57:27Z,24.4.102.27,"Mumbai, IN",true,false,
EVT000335,U00493,user_0493,Customer Support,Senior Support Agent,vpn_gateway,download,2025-10-10T03:05:18Z,12.65.151.234,"Tokyo, JP",true,false,
EVT001457,U00005,user_0005,Marketing,CMO,staging_environment,execute,2025-11-04T07:26:32Z,24.243.206.27,"Mumbai, IN",true,false,
EVT003637,U00486,user_0486,HR,Recruiter,sales_crm,execute,2025-07-05T14:32:54Z,101.17.242.3,"Toronto, CA",true,false,
EVT_ONCALL_003830,U00326,svc_abused_0326,Engineering,Software Engineer,audit_logs,delete,2025-12-09T10:06:23Z,122.184.221.203,"Mumbai, IN",true,false,
EVT002285,U00454,user_0454,IT,Security Analyst,vpn_gateway,write,2026-04-23T12:24:27Z,127.9.31.177,"Berlin, DE",false,true,unusual_time
EVT000722,U00191,user_0191,Legal,Corporate Counsel,staging_environment,write,2025-09-06T07:22:36Z,219.69.142.19,"Tokyo, JP",true,true,unusual_location
EVT006836,U00324,user_0324,Engineering,Staff Engineer,backup_system,delete,2026-04-03T05:16:01Z,81.155.82.243,"Berlin, DE",true,false,
EVT003660,U00296,user_0296,Marketing,Marketing Coordinator,financial_ledger,write,2025-12-25T22:32:48Z,215.250.146.36,"Singapore, SG",true,false,
EVT004663,U00187,user_0187,Legal,General Counsel,hr_information_system,write,2025-12-02T00:48:34Z,122.151.92.80,"Tokyo, JP",true,true,unusual_time
EVT000564,U00335,user_0335,Finance,Senior Accountant,staging_environment,admin,2025-05-03T00:36:18Z,129.168.23.198,"Toronto, CA",true,true,impossible_travel
EVT005275,U00352,user_0352,Legal,Compliance Officer,backup_system,write,2026-02-15T13:55:12Z,87.107.36.131,"Berlin, DE",true,true,unusual_location
EVT002855,U00056,user_0056,Customer Support,Support Team Lead,security_incident_tracker,download,2025-09-29T08:25:41Z,162.191.172.107,"New York, US",true,true,impossible_travel
EVT003173,U00002,user_0002,Sales,Sales Manager,backup_system,execute,2025-06-23T13:52:44Z,197.42.97.191,"Singapore, SG",true,true,privilege_escalation
EVT000785,U00224,user_0224,HR,Benefits Specialist,source_code_repo,execute,2025-08-31T10:17:19Z,48.46.226.80,"New York, US",false,true,impossible_travel
EVT003517,U00479,user_0479,Operations,Ops Analyst,ci_cd_pipeline,read,2025-11-23T03:22:33Z,18.162.68.82,"Berlin, DE",true,false,
EVT004069,U00149,user_0149,Legal,CLO,employee_portal,download,2025-04-10T10:31:47Z,219.62.31.121,"Berlin, DE",true,false,
EVT003756,U00207,user_0207,HR,CHRO,file_storage,read,2026-04-10T07:48:17Z,126.175.107.75,"Berlin, DE",true,false,
EVT002724,U00498,user_0498,Engineering,Software Engineer,vpn_gateway,execute,2025-07-12T16:13:22Z,10.171.35.87,"Mumbai, IN",true,true,impossible_travel
EVT006085,U00403,user_0403,Product,Product Manager,source_code_repo,download,2025-06-25T06:10:44Z,130.75.103.79,"Paris, FR",true,false,
EVT000539,U00233,user_0233,Marketing,Marketing Coordinator,employee_portal,delete,2025-06-07T00:59:26Z,43.174.239.148,"Toronto, CA",true,true,excessive_access
EVT001708,U00333,user_0333,IT,CISO,vpn_gateway,delete,2025-06-23T19:52:08Z,134.75.132.126,"London, UK",true,false,
EVT003475,U00299,user_0299,Customer Support,CSO,security_incident_tracker,read,2026-02-05T07:55:13Z,208.42.24.118,"Sao Paulo, BR",true,false,
EVT001835,U00124,user_0124,Sales,CRO,hr_information_system,download,2025-08-24T01:49:55Z,182.139.233.165,"Toronto, CA",true,false,
EVT003337,U00161,user_0161,Sales,Sales Manager,employee_portal,admin,2026-02-10T23:11:46Z,139.91.108.11,"Paris, FR",true,false,
EVT005334,U00070,user_0070,HR,Benefits Specialist,sales_crm,read,2025-10-14T18:43:04Z,160.238.168.210,"Sao Paulo, BR",true,true,excessive_access
EVT004780,U00392,user_0392,Customer Support,CSO,backup_system,admin,2026-01-06T23:30:52Z,79.112.71.85,"Paris, FR",true,true,unusual_location
EVT005053,U00281,user_0281,Operations,Ops Manager,sales_crm,download,2026-02-21T08:55:26Z,176.129.0.49,"Sydney, AU",true,true,unusual_location
EVT006860,U00443,user_0443,Operations,COO,test_environment,execute,2026-03-05T12:13:03Z,131.4.7.211,"Toronto, CA",true,true,privilege_escalation
EVT004883,U00009,user_0009,Engineering,Engineering Manager,backup_system,delete,2026-02-08T17:47:57Z,28.112.105.255,"Sydney, AU",true,false,
EVT002220,U00468,user_0468,Customer Support,Support Team Lead,vpn_gateway,admin,2025-10-05T20:47:28Z,33.152.220.138,"London, UK",true,false,
EVT002253,U00321,svc_abused_0321,Finance,CFO,test_environment,admin,2025-05-11T10:17:04Z,66.71.142.251,"Sydney, AU",true,false,
EVT003871,U00230,svc_0230,Operations,COO,sales_crm,write,2026-04-11T16:03:14Z,127.69.180.119,"Sao Paulo, BR",true,false,
EVT004552,U00185,user_0185,Customer Support,Support Agent,file_storage,delete,2025-08-10T16:28:43Z,13.76.222.252,"Sydney, AU",false,false,
EVT003778,U00393,user_0393,Finance,CFO,ci_cd_pipeline,execute,2025-07-04T15:22:23Z,98.180.172.206,"Tokyo, JP",true,true,unusual_location
EVT006910,U00161,user_0161,Sales,CRO,dns_server,read,2025-05-14T23:50:13Z,30.181.239.96,"Paris, FR",true,true,unusual_time
EVT007160,U00425,user_0425,Product,Product Manager,staging_environment,admin,2025-12-10T11:44:51Z,135.229.157.115,"New York, US",true,false,
EVT005468,U00190,user_0190,Customer Support,CSO,financial_ledger,write,2025-05-18T11:05:06Z,87.148.21.12,"Toronto, CA",true,false,
EVT007084,U00016,svc_0016,Legal,Paralegal,hr_information_system,read,2025-10-10T05:57:17Z,141.3.169.40,"Toronto, CA",true,false,
EVT004330,U00147,user_0147,Engineering,Staff Engineer,dns_server,download,2026-01-31T19:13:56Z,191.118.3.61,"Sao Paulo, BR",true,false,
EVT003958,U00220,user_0220,Product,Associate PM,file_storage,download,2026-01-27T02:32:33Z,215.121.130.34,"Berlin, DE",true,false,
EVT005491,U00138,svc_abused_0138,Customer Support,Support Agent,test_environment,delete,2025-07-29T05:57:33Z,116.136.120.32,"Toronto, CA",true,false,
EVT006596,U00059,user_0059,HR,Benefits Specialist,employee_portal,read,2025-05-30T02:46:43Z,186.157.170.223,"Toronto, CA",true,false,
EVT005132,U00463,user_0463,Marketing,Growth Lead,hr_information_system,write,2025-10-02T01:39:52Z,16.63.120.194,"Berlin, DE",true,true,unusual_location
EVT001867,U00175,user_0175,Operations,Supply Chain Lead,financial_ledger,download,2026-01-04T12:09:17Z,77.221.128.164,"Berlin, DE",true,false,
EVT000919,U00068,user_0068,Finance,Financial Analyst,payment_processor,delete,2025-08-08T22:52:39Z,97.74.48.41,"Tokyo, JP",true,false,
EVT005179,U00261,user_0261,Legal,CLO,source_code_repo,execute,2025-07-01T08:19:11Z,52.142.64.136,"New York, US",true,false,
EVT005025,U00388,user_0388,IT,Systems Administrator,file_storage,admin,2025-07-06T16:29:01Z,63.30.196.51,"Sydney, AU",true,false,
EVT001833,U00267,user_0267,Customer Support,Support Agent,vpn_gateway,write,2025-11-25T04:15:17Z,166.34.146.43,"Sao Paulo, BR",true,true,impossible_travel
EVT001043_travel,U00441,user_0441,Operations,COO,test_environment,read,2025-06-06T02:44:39Z,75.63.178.163,"Berlin, DE",false,true,impossible_travel
EVT003054,U00040,user_0040,HR,CHRO,security_incident_tracker,delete,2025-05-12T17:04:32Z,43.91.250.5,"Sao Paulo, BR",true,true,privilege_escalation
EVT002490,U00359,user_0359,Product,Director of Product,ci_cd_pipeline,read,2026-01-17T17:39:44Z,53.130.236.246,"Singapore, SG",true,false,
EVT004998,U00407,user_0407,Operations,Ops Manager,backup_system,admin,2025-08-25T02:52:56Z,116.241.178.171,"Singapore, SG",true,false,
EVT004153,U00477,svc_abused_0477,Product,CPO,financial_ledger,delete,2025-11-03T08:53:53Z,179.112.167.89,"Paris, FR",false,false,
EVT000303,U00030,user_0030,Customer Support,Support Manager,ci_cd_pipeline,read,2025-08-05T11:45:34Z,206.0.70.9,"Toronto, CA",true,false,
EVT006226,U00223,user_0223,Legal,Paralegal,source_code_repo,write,2025-07-15T07:11:31Z,67.232.40.52,"Mumbai, IN",true,false,
EVT001040,U00182,user_0182,Finance,Controller,test_environment,delete,2025-07-10T07:08:30Z,137.168.191.239,"Singapore, SG",true,true,impossible_travel
EVT000607,U00261,user_0261,Legal,Paralegal,dns_server,delete,2025-07-04T02:57:55Z,69.180.196.98,"Paris, FR",false,false,
EVT002759,U00038,user_0038,HR,CHRO,vpn_gateway,delete,2026-01-23T15:55:01Z,136.200.22.70,"Toronto, CA",true,false,
EVT002784,U00064,user_0064,Sales,Sales Rep,email_server,read,2025-10-04T15:26:41Z,179.110.38.60,"Toronto, CA",true,true,privilege_escalation
EVT000567,U00208,user_0208,Legal,Paralegal,ci_cd_pipeline,execute,2026-02-25T12:58:40Z,122.98.90.41,"London, UK",true,false,
EVT004163,U00182,user_0182,Finance,Controller,source_code_repo,read,2025-08-18T07:38:15Z,88.182.45.153,"Toronto, CA",true,false,
EVT004855,U00010,user_0010,Finance,CFO,staging_environment,read,2025-04-16T10:04:44Z,79.113.198.153,"London, UK",true,false,
EVT003065,U00266,user_0266,Operations,Logistics Coordinator,staging_environment,read,2025-05-06T02:57:49Z,215.78.108.35,"Sydney, AU",true,true,unusual_time
EVT005653,U00098,svc_0098,Product,Director of Product,backup_system,download,2025-04-20T02:25:56Z,187.213.168.250,"Sao Paulo, BR",true,false,
EVT003377,U00445,user_0445,Operations,Ops Manager,backup_system,read,2025-05-14T12:21:05Z,112.212.157.252,"Toronto, CA",false,true,unusual_resource
EVT004251,U00041,user_0041,Sales,Sales Director,payment_processor,download,2025-12-25T11:24:33Z,216.51.0.189,"Berlin, DE",true,false,
EVT_ONCALL_003028,U00382,user_0382,Engineering,Software Engineer,ci_cd_pipeline,delete,2025-08-14T02:53:54Z,24.177.11.133,"Sydney, AU",true,false,
EVT004885,U00035,user_0035,Marketing,Growth Lead,security_incident_tracker,delete,2025-09-04T12:54:16Z,144.69.93.158,"Singapore, SG",true,false,
EVT001400,U00207,user_0207,HR,CHRO,production_database,delete,2025-05-08T20:08:14Z,133.220.202.11,"London, UK",true,false,
EVT001902,U00474,user_0474,Finance,Controller,hr_information_system,download,2025-05-31T18:26:21Z,9.252.21.224,"London, UK",true,true,unusual_location
EVT002619,U00221,user_0221,IT,IT Support,employee_portal,delete,2025-09-15T00:33:54Z,27.55.16.51,"Sydney, AU",true,false,
